cluster_id,total_PRCSF,total_AI,total_PLA_AI,total_PLAN_AI,total_PLAAF_AI,total_PLARF_AI,total_PLAOther_AI,total_PAP_AI,total_MPS_AI,NP,growth_percent_5yr,growth_percent_3yr,citations_per_paper,ai_percent,nlp_percent,cv_percent,ro_percent,max_type,level1_mag,subject
73903,4,2,2,0,1,0,1,0,0,418,-64.71,-33.33,18.3,5.98,0.0,2.39,0.0,Other,computer graphics images,"mapping,rendering (computer graphics),computer graphics (images)"
20816,4,1,1,0,0,0,1,0,0,1091,-51.35,-41.94,28.06,0.18,0.0,0.0,0.0,Other,biochemistry,"lectin,activity,protein"
37928,4,1,1,0,0,0,1,0,0,815,-23.53,-18.75,19.39,2.45,0.0,0.0,0.0,Other,mathematical optimization,"problem,scheduling,scheduling (computing)"
57550,4,1,1,0,0,0,1,0,0,515,26.83,30.0,22.18,0.39,0.0,0.19,0.0,Other,internal medicine,"melatonin,effect,study"
18218,4,2,2,0,0,0,2,1,0,1235,103.53,66.35,16.3,61.46,0.0,59.51,0.16,CV,artificial intelligence,"images,detection,method"
17374,4,2,2,0,0,0,2,0,0,3172,-35.57,-31.69,11.84,3.75,10.72,0.0,0.0,Other,linguistics,"study,translation,students"
63154,4,2,2,0,0,0,2,0,0,640,33.33,14.29,13.18,1.88,0.0,0.16,0.31,Other,surgery,"cadaver,cadavers,study"
90298,4,2,2,0,2,0,0,0,0,322,-78.95,-50.0,10.41,4.35,0.0,1.86,0.0,Other,algorithm,"method,system,fast fourier transform"
30185,4,1,1,0,1,0,0,0,0,909,-73.33,-50.0,17.55,0.0,0.0,0.0,0.0,Other,optics,"fibers,fiber,amplifier"
6149,4,1,1,0,0,0,1,0,0,2815,-21.26,4.17,27.28,0.96,0.11,0.0,0.0,Other,management science,"system dynamics,model,dynamics"
69515,4,1,1,0,0,0,1,0,0,667,-48.57,-60.87,6.87,0.9,0.0,0.0,0.0,Other,agronomy,"performance,study,relationship"
41497,4,1,1,0,0,0,1,0,0,813,-80.0,-62.5,13.09,0.0,0.0,0.0,0.0,Other,inorganic chemistry,"removal,吸附,adsorption"
48953,4,1,1,0,0,0,1,0,0,800,18.75,52.0,9.75,7.38,0.0,3.5,0.38,Other,engineering drawing,"foot,study,shoes"
24779,4,1,1,0,0,0,1,0,0,982,-59.49,-42.86,21.46,0.51,0.0,0.1,0.0,Other,parallel computing,"performance,model,applications"
53633,4,1,1,0,0,0,1,0,0,862,-44.83,-42.86,10.86,1.74,0.0,0.35,0.0,Other,engineering ethics,"development,design,sustainability"
36195,4,1,0,0,0,0,0,0,1,816,20.59,7.89,19.23,0.61,0.0,0.0,0.0,Other,statistics,"charts,outcomes,control chart"
62068,4,1,0,0,0,0,0,1,0,662,68.29,30.19,8.88,16.77,0.0,0.15,17.22,Other,mechanical engineering,"results,grinding,process"
75616,4,1,1,0,0,0,1,0,0,436,54.05,50.0,29.53,0.23,0.0,0.0,0.46,Other,cell biology,"longevity,naked mole-rat,species"
54104,4,4,4,0,0,0,4,0,0,592,14.29,-20.0,37.15,59.46,4.73,3.38,0.51,AI/ML,artificial intelligence,"online learning,data,learning"
112662,4,2,2,0,0,1,1,0,0,259,9.09,-17.24,10.91,33.2,0.0,17.37,0.0,AI/ML,artificial intelligence,"traffic congestion,results,paper"
60468,4,1,0,0,0,0,0,0,1,586,-50.0,-51.85,9.13,10.24,0.0,0.17,0.68,Other,engineering drawing,"tool,method,machining"
30721,4,1,1,0,0,0,1,0,0,939,-46.34,-47.62,15.94,0.32,0.0,0.11,0.0,Other,optics,"wavefront,method,reconstruction"
41545,4,1,0,0,0,0,0,0,1,693,-28.74,-22.5,25.27,0.0,0.0,0.0,0.0,Other,computer security,"scheme,model,attacks"
30027,4,2,2,0,0,0,2,0,0,771,-66.67,0.0,13.53,5.45,0.65,0.91,0.0,Other,information retrieval,"network,paper,search"
52455,4,1,1,0,0,0,1,0,0,609,-31.25,0.0,19.21,1.15,0.0,0.0,0.0,Other,chromatography,"method,urinary nucleosides,nucleosides"
43619,4,3,2,0,0,0,2,0,1,634,55.0,17.72,22.58,82.97,0.0,82.97,0.16,CV,artificial intelligence,"recognition,facial recognition system,images"
63119,4,1,1,0,0,0,1,0,0,570,60.0,25.49,12.58,23.16,0.18,0.53,0.0,Other,data mining,"alarm,system,alarms"
26534,4,1,1,1,0,0,0,0,0,987,53.33,43.75,13.85,7.7,0.1,6.89,0.2,Other,artificial intelligence,"problem,images,model"
12938,4,1,1,0,1,0,0,0,0,1218,36.56,39.56,39.63,0.0,0.0,0.0,0.0,Other,photochemistry,"luminescence,complexes,ligands"
24868,4,1,1,0,0,0,1,0,0,986,-16.67,-36.71,17.5,0.41,0.0,0.0,0.1,Other,computer network,"network,paper,architecture"
1820,4,2,2,0,0,0,2,0,0,2449,-72.83,-50.0,21.55,3.39,0.0,1.51,0.0,Other,algorithm,"coding,coding (social sciences),results"
5249,4,1,1,0,0,0,1,0,0,2168,-7.5,2.78,34.42,0.51,0.05,0.05,0.05,Other,anesthesia,"near-infrared spectroscopy,study,changes"
91868,4,1,1,0,0,0,1,0,0,551,-28.57,-34.78,14.86,0.73,0.0,0.0,0.0,Other,industrial organization,"countries,analysis,innovation"
63965,4,2,2,0,0,0,2,0,0,453,-17.57,19.61,23.07,1.32,0.0,0.0,0.22,Other,climatology,"salinity,sea surface salinity,ocean"
19052,4,1,1,0,0,0,1,0,0,1196,121.18,32.39,21.01,2.17,0.0,0.08,0.17,Other,computer network,"network,paper,time"
50675,4,1,1,0,0,0,1,0,0,625,15.38,-2.17,15.77,0.16,0.0,0.0,0.0,Other,mathematical analysis,"numerical manifold method,method,manifold method"
111471,4,1,1,0,0,0,1,0,0,260,-42.86,-33.33,11.01,1.15,0.0,0.38,0.0,Other,parallel computing,"model,simulations,system"
49357,4,1,1,0,0,0,1,0,0,982,-66.67,-54.35,15.8,0.1,0.0,0.0,0.0,Other,social psychology,"employees,study,satisfaction"
61245,4,4,3,0,0,0,3,0,1,503,-10.64,-63.48,40.83,90.85,0.0,88.07,2.98,CV,artificial intelligence,"method,object detection,images"
44217,4,1,1,0,0,0,1,0,0,655,-69.64,-54.05,12.68,2.44,0.0,0.0,0.46,Other,control theory,"system,paper,control"
19289,4,1,1,0,0,0,1,0,0,1298,-35.71,-18.18,19.3,0.77,0.0,0.31,0.0,Other,composite material,"method,fractal dimension,fractal"
10847,4,1,1,0,0,0,1,0,0,1898,219.85,115.35,23.96,1.37,0.0,0.0,0.05,Other,psychiatry,"mental health,apps,study"
74992,4,2,2,0,0,0,2,0,0,394,-61.11,-46.15,12.8,6.85,0.51,0.25,0.0,Other,world wide web,"community,paper,network"
58268,4,2,2,0,0,1,1,0,0,563,-58.82,-46.15,17.55,14.92,1.24,0.36,0.0,Other,knowledge management,"paper,ontology (information science),ontology"
93621,4,2,2,0,0,0,2,0,0,477,-50.0,-46.15,6.88,1.47,0.0,0.0,0.0,Other,systems engineering,"system,technology,单片机"
97065,4,1,1,0,0,0,1,0,0,365,0.0,29.03,14.58,3.56,0.0,0.0,0.55,Other,internal medicine,"samples,biomarkers,disease"
70384,4,1,1,0,0,0,1,1,0,777,-64.29,-44.44,5.72,0.13,0.0,0.0,0.0,Other,chromatography,"microwave digestion,微波消解,spectrophotometry"
122405,4,1,1,0,0,0,1,0,0,193,-37.5,-44.44,9.99,18.13,0.0,3.63,13.99,Other,artificial intelligence,"system,method,sensors"
25086,4,1,1,0,0,0,1,0,0,1412,24.62,14.08,15.63,0.64,0.0,0.07,0.71,Other,astrobiology,"moon,surface,region"
14618,4,1,1,0,0,0,1,0,1,2084,-48.28,-41.56,11.06,0.14,0.0,0.0,0.05,Other,agricultural economics,"agriculture,development,countries"
42573,4,3,3,0,0,0,3,0,0,708,-35.71,-33.33,25.93,0.42,0.0,0.14,0.0,Other,mechanics,"surface tension,method,contact angle"
43166,4,1,1,0,1,0,0,0,0,619,0.0,-12.5,16.28,0.0,0.0,0.0,0.0,Other,composite material,"deformation,plasticity,process"
93360,4,2,2,0,0,0,2,0,0,355,-41.67,-12.5,8.38,1.97,0.0,0.0,0.85,Other,control theory,"spacecraft,attitude control,control"
96152,4,1,1,0,0,0,1,0,0,394,-78.57,-72.73,7.07,0.25,0.0,0.0,0.0,Other,chromatography,"黄芪甲苷,nickel,镍"
94219,4,1,1,0,0,0,1,0,0,409,-82.35,-72.73,7.73,0.73,0.24,0.0,0.24,Other,computer network,"technology,paper,network"
66383,4,2,2,0,0,0,2,0,0,551,50.0,-72.73,8.76,1.63,0.18,0.0,0.18,Other,optics,"system,paper,order"
85507,4,1,0,0,0,0,0,1,0,535,-72.34,-58.06,6.47,1.31,0.0,0.0,0.0,Other,geochemistry,"china,成矿规律,metallogenic regularity"
28266,4,3,3,0,0,0,3,0,0,926,4.72,12.12,14.64,6.26,0.43,1.08,0.11,Other,computer network,"cloud computing,paper,network"
16864,4,1,1,0,0,0,1,0,0,1615,-51.85,-11.86,11.34,0.06,0.0,0.0,0.0,Other,environmental health,"public health,health,department"
7488,4,1,1,0,0,0,1,0,0,1743,-21.05,14.29,25.89,5.51,0.46,0.17,0.06,Other,programming language,"code,software,detection"
83353,4,1,1,0,0,0,1,0,0,350,-9.68,0.0,21.81,0.29,0.0,0.0,0.0,Other,microbiology,"cells,effect,expression"
72416,4,2,2,0,0,0,2,0,0,541,-32.35,-48.89,9.4,0.55,0.0,0.0,0.37,Other,control theory,"chaotic,system,results"
64324,4,1,1,0,0,0,1,0,0,771,-74.07,-64.1,12.99,0.65,0.13,0.0,0.13,Other,industrial organization,"innovation system,approach,development"
62532,4,3,3,0,0,0,3,0,0,655,-33.33,100.0,8.05,7.18,0.15,0.15,0.0,Other,knowledge management,"classification,results,information"
13762,4,1,1,0,0,0,1,0,0,1643,-14.29,100.0,15.92,0.0,0.0,0.0,0.0,Other,anesthesia,"population,insomnia,study"
64822,4,1,1,0,0,0,1,0,0,784,-40.74,-56.76,9.55,0.13,0.0,0.0,0.0,Other,international trade,"countries,paper,policy"
18954,4,1,1,0,0,0,1,0,0,1094,-44.71,-30.88,31.21,0.18,0.0,0.09,0.0,Other,organic chemistry,"biodiesel,biodiesel production,transesterification"
71535,4,1,1,0,0,0,1,0,0,467,-52.17,-54.17,13.66,9.64,0.43,0.64,0.21,Other,mathematical optimization,"problem,results,paper"
79032,4,1,1,1,0,0,0,0,0,397,-48.0,-63.89,9.21,14.86,0.0,0.0,9.57,Other,control theory,"controller,system,control"
6117,4,1,1,0,0,0,1,0,0,2339,12.22,13.48,15.85,1.07,0.0,0.0,0.51,Other,simulation,"data center,data centers,system"
9386,4,1,0,0,0,0,0,0,1,1680,-19.81,7.59,74.22,2.44,0.06,0.0,0.12,Other,developmental psychology,"iowa gambling task,study,task"
97931,4,1,1,0,0,0,1,0,0,597,-78.13,-75.86,4.66,4.19,0.0,0.0,0.0,Other,agronomy,"气象因子,小麦白粉病,wheat powdery mildew"
96583,4,2,2,0,0,0,2,0,0,365,52.38,33.33,10.67,1.64,0.0,0.0,0.27,Other,library science,"research,study,development"
17461,4,3,3,0,0,0,3,0,0,1533,25.56,15.31,16.78,5.48,0.0,2.35,0.0,Other,remote sensing,"soil salinity,salinity,results"
79583,4,1,1,0,1,0,0,0,0,408,22.22,-15.38,18.73,0.0,0.0,0.0,0.0,Other,internal medicine,"study,exposure,effect"
24214,4,1,1,0,1,0,0,0,0,881,-1.27,-10.34,19.65,0.23,0.0,0.0,0.0,Other,algorithm,"code,low-density parity-check code,decoding methods"
62936,4,3,3,0,0,0,3,0,0,714,-59.04,-57.5,10.59,5.88,1.68,0.84,0.0,Other,data science,"big data,data,technology"
113253,4,3,3,1,2,0,1,0,0,353,-83.33,-76.92,5.04,37.11,0.28,1.13,0.0,AI/ML,data mining,"lithology identification,well logging,岩性识别"
9813,4,1,1,0,0,0,1,0,0,1362,-15.79,3.23,32.34,0.07,0.0,0.0,0.0,Other,virology,"virus,varicella zoster virus,infection"
13891,4,2,2,0,0,0,2,0,0,1391,0.0,-1.08,24.17,0.5,0.07,0.0,0.07,Other,audiology,"cochlear implant,cochlear implants,study"
123377,4,1,1,1,0,1,0,0,0,175,-83.33,-71.43,9.86,17.14,0.0,16.0,0.0,Other,artificial intelligence,"images,compression,image compression"
53687,4,1,1,0,1,0,0,0,0,580,-80.0,-71.43,17.62,0.69,0.0,0.52,0.0,Other,mathematical analysis,"matrix,solution,method"
5540,4,1,1,0,0,0,1,0,0,1789,-71.43,-71.43,66.19,0.0,0.0,0.0,0.0,Other,molecular biology,"patients,cells,icam-1"
70700,4,1,0,0,0,0,0,0,1,438,-28.0,20.0,8.72,2.28,0.0,0.0,1.6,Other,control engineering,"energetic macroscopic representation,paper,system"
114380,4,2,2,0,0,0,2,0,0,178,38.46,20.0,45.5,0.0,0.0,0.0,0.0,Other,virology,"virus,infection,interferon"
1950,4,4,4,1,0,0,3,0,0,2846,3.23,-21.95,25.26,5.66,0.11,0.32,0.07,Other,artificial intelligence,"network,artificial neural network,model"
56005,4,2,1,0,0,0,1,0,1,820,35.0,25.58,13.43,0.98,0.0,0.0,0.0,Other,transport engineering,"public transport,model,area"
2029,4,1,1,0,0,0,1,0,0,2472,59.68,38.46,73.71,0.08,0.0,0.04,0.0,Other,cell biology,"caenorhabditis elegans,longevity,elegans"
91593,4,2,2,1,0,0,1,0,0,490,-27.27,-46.67,6.23,5.31,0.0,0.2,0.0,Other,geotechnical engineering,"results,roof,stability"
126642,4,1,0,0,0,0,0,1,0,205,42.86,-28.57,6.52,0.0,0.0,0.0,0.0,Other,mechanics,"nozzle,water jet,results"
75904,4,1,0,0,0,0,0,1,0,403,-64.29,-28.57,8.36,0.25,0.0,0.0,0.0,Other,optics,"results,properties,sensors"
23597,4,1,1,1,0,0,0,0,0,1114,-16.67,-28.57,21.77,0.36,0.0,0.0,0.09,Other,reliability engineering,"paper,system,model"
7435,4,1,1,0,0,0,1,0,0,2791,-17.98,-15.77,31.13,0.21,0.0,0.0,0.07,Other,marketing,"servitization,services,paper"
85876,4,3,1,1,0,0,0,0,2,339,-23.08,-23.08,12.77,38.94,0.0,28.32,5.31,CV,artificial intelligence,"coverage,paper,camera"
74051,4,1,1,0,0,0,1,0,0,452,-37.5,-23.08,8.28,22.57,0.0,1.77,6.42,Other,control engineering,"paper,system,vehicle"
88733,4,2,2,0,0,0,2,0,0,375,-59.26,-63.33,11.09,9.33,0.0,0.8,2.13,Other,distributed computing,"system,data,simulations"
83543,4,2,2,1,0,0,1,0,0,401,-57.69,-63.33,8.48,4.49,0.0,1.25,0.5,Other,optics,"results,sensors,fiber bragg grating"
15397,4,2,2,0,0,0,2,0,0,1343,237.65,80.5,54.09,0.0,0.0,0.0,0.0,Other,cell biology,"cells,metabolism,function"
55366,4,1,1,1,0,0,0,0,0,724,-36.67,-29.63,10.47,2.62,0.14,0.0,0.41,Other,knowledge management,"system,e-government,paper"
51949,4,1,1,0,0,0,1,0,0,1064,-9.52,-29.63,8.55,0.38,1.13,0.0,0.0,Other,social science,"paper,politics,census"
21386,4,1,1,1,0,0,0,0,0,1429,-27.38,-24.69,9.46,3.57,0.0,0.0,0.35,Other,mechanical engineering,"grinding,process,parameters"
91439,4,1,1,0,0,0,1,0,0,429,-66.67,0.0,7.67,0.7,0.0,0.0,0.0,Other,manufacturing engineering,"system,model,paper"
92727,4,1,1,1,0,0,0,0,0,325,-56.25,0.0,11.37,0.92,0.0,0.0,0.0,Other,computer network,"paper,monitoring,network"
65420,4,1,1,0,0,0,1,0,0,528,-30.0,-60.0,43.21,0.19,0.0,0.0,0.0,Other,internal medicine,"obesity,patients,study"
57482,4,2,2,0,0,0,2,0,0,947,-64.29,-31.03,12.44,0.11,0.0,0.0,0.0,Other,public administration,"policy,research,science"
19088,4,1,1,0,0,0,1,0,0,1205,0.0,-20.0,15.27,1.08,0.0,0.08,0.0,Other,mechanics,"plasma,particles,results"
112317,4,1,1,1,0,0,0,0,0,232,0.0,100.0,10.67,0.43,0.0,0.43,0.0,Other,optics,"ellipsometry,mueller calculus,reflection"
108564,4,1,1,0,0,1,0,0,0,277,50.0,200.0,16.08,0.36,0.0,0.0,0.0,Other,mechanics,"model,paper,results"
17569,4,1,1,1,0,0,0,0,0,1412,39.16,32.67,14.62,1.49,0.0,0.07,0.0,Other,distributed computing,"cloud computing,scheduling (computing),computing"
33399,4,1,1,0,0,0,1,0,0,785,18.52,14.29,12.7,1.27,0.0,1.53,0.13,Other,remote sensing,"snow,synthetic aperture radar,results"
82251,4,1,1,0,0,0,1,0,0,332,28.0,14.29,23.03,0.0,0.0,0.0,0.0,Other,genetics,"stress,protein,study"
8371,4,1,1,0,0,0,1,0,0,2227,15.85,14.46,17.72,0.36,0.09,0.0,0.0,Other,psychiatry,"catatonia,patients,disorders"
16553,4,2,2,0,0,0,2,0,0,1361,169.49,93.9,34.26,35.42,0.07,0.59,0.0,AI/ML,artificial intelligence,"electroencephalography,sleep stages,classification"
11074,4,1,1,0,1,0,0,0,0,1696,15.49,1.23,16.37,0.18,0.0,0.0,0.0,Other,metallurgy,"welding,arc,plasma"
12619,4,1,1,1,0,0,0,0,0,1317,-28.57,-4.76,30.92,0.0,0.0,0.0,0.0,Other,immunology,"uveitis,cells,disease"
15247,4,4,4,0,0,0,4,0,0,1208,-15.66,42.86,41.81,2.32,0.08,0.0,0.91,Other,neuroscience,"muscle,study,activity"
94007,4,1,1,1,0,0,0,0,0,267,9.09,0.0,19.32,3.37,0.0,0.0,0.0,Other,genetics,"expression,cancer,genes"
84926,4,1,1,1,0,0,0,0,0,393,-31.43,0.0,18.12,0.25,0.0,0.25,0.0,Other,waste management,"storage,capture,life-cycle assessment"
121529,4,2,0,0,0,0,0,0,2,195,300.0,0.0,25.03,7.69,0.0,16.92,0.0,Other,genetics,"genes,population,study"
17323,4,4,4,0,1,0,3,0,0,1375,-31.03,0.0,18.79,15.05,0.0,14.04,0.0,Other,artificial intelligence,"lossless compression,compression,image compression"
40633,4,1,1,0,0,0,1,0,0,642,83.87,58.33,46.52,0.0,0.0,0.0,0.0,Other,internal medicine,"expression,protein,chrebp"
37240,4,1,0,0,0,0,0,0,1,985,-22.95,-37.33,42.64,1.02,0.0,0.0,0.0,Other,knowledge management,"transactive memory,performance,knowledge"
29292,4,2,2,0,0,0,2,0,0,1040,13.33,18.6,17.37,20.48,0.0,10.38,0.58,Other,computer graphics images,"sketch,computer graphics (images),system"
34698,4,3,3,1,0,0,2,0,0,795,-15.38,-12.0,17.73,9.81,0.0,4.03,2.01,Other,artificial intelligence,"augmented reality,calibration,system"
125105,4,4,4,2,1,0,1,0,0,223,-75.0,-68.18,6.56,7.62,0.0,0.0,0.9,Other,mathematical optimization,"无功优化,particle swarm optimization,reactive power optimization"
47869,4,2,2,0,0,0,2,2,0,849,56.52,63.64,18.63,8.95,0.0,8.24,0.0,Other,orthodontics,"craniometry,landmarks,cephalometric analysis"
11493,4,3,3,0,0,0,3,0,0,1408,-28.0,63.64,87.39,3.48,0.21,0.0,0.28,Other,neuroscience,"supplementary motor area,cortex,motor area"
56453,4,1,1,0,0,0,1,0,0,602,18.52,77.78,16.38,0.0,0.0,0.0,0.0,Other,meteorology,"model,dispersion,results"
24853,4,1,1,0,0,0,1,0,0,1475,-45.31,-56.25,23.4,0.47,0.07,0.14,0.07,Other,public relations,"social media,the internet,social network"
15543,4,1,1,0,0,0,1,0,0,1381,-27.27,-27.27,24.58,7.39,0.0,2.17,0.22,Other,algorithm,"method,results,paper"
7284,4,1,1,0,0,0,1,0,0,1945,18.49,33.02,15.31,1.49,0.0,0.0,0.0,Other,mathematical optimization,"network,system,water distribution networks"
14008,4,1,1,1,0,0,0,0,0,1759,-16.13,-18.75,11.55,0.34,0.0,0.0,0.0,Other,mechanics,"mold,continuous casting,flow"
3774,4,3,2,0,1,0,1,0,1,2405,-15.68,-27.76,26.59,33.01,16.05,0.67,0.0,AI/ML,world wide web,"social media,twitter,data"
105736,4,1,1,0,0,0,1,0,0,226,-28.57,25.0,13.24,6.64,0.0,0.0,4.42,Other,artificial intelligence,"method,paper,system"
1235,4,2,2,0,1,0,1,0,0,2668,-10.2,4.76,26.71,3.67,0.0,0.0,0.86,Other,control engineering,"system,supervisory control,paper"
40022,4,2,2,0,0,0,2,0,0,775,6.15,27.78,18.19,11.61,0.0,5.16,2.06,Other,remote sensing,"lidar,results,method"
43806,4,4,4,1,0,0,3,0,0,685,-57.69,-33.33,13.8,24.82,0.15,2.34,0.0,Other,speech recognition,"paper,method,results"
43763,4,2,2,0,1,0,1,0,0,682,-4.35,-33.33,17.72,0.29,0.0,0.0,0.0,Other,computer security,"proof,work,attacks"
54133,4,3,3,1,0,0,2,0,0,566,4.44,-2.08,19.3,31.63,0.0,1.77,26.68,RO,control theory,"paper,system,results"
16358,4,1,1,0,1,0,0,0,0,1384,-17.54,-2.08,25.23,0.72,0.0,0.14,0.14,Other,audiology,"perception,patients,study"
94660,4,2,2,0,1,2,0,0,0,373,-11.54,-25.81,16.35,12.06,0.27,0.54,0.0,Other,data mining,"method,results,process"
12413,4,4,3,0,0,0,3,0,1,2002,623.08,177.83,34.17,76.52,39.11,1.3,0.25,NLP,theoretical computer science,"knowledge graph,graph,model"
1118,4,2,2,1,0,0,1,0,0,3052,-61.63,-44.07,17.65,0.03,0.0,0.0,0.0,Other,electronic engineering,"delta-sigma modulation,modulation,paper"
46200,4,2,2,0,0,0,2,0,0,847,-63.16,-22.22,18.22,0.0,0.0,0.0,0.0,Other,pathology,"cells,fluid,study"
23040,4,1,1,0,0,0,1,0,0,892,30.61,8.47,46.92,0.34,0.0,0.0,0.0,Other,internal medicine,"cholesterol,brain,disease"
96176,4,1,1,1,0,0,0,0,0,520,-23.53,-32.76,6.13,0.38,0.0,0.0,0.0,Other,electrical engineering,"converter valve,voltage,换流阀"
59848,4,1,1,0,0,0,1,0,0,572,-57.89,-52.94,17.78,0.0,0.0,0.0,0.0,Other,agronomy,"system,tillage,yield"
14594,4,3,3,0,0,0,3,0,0,1474,71.26,33.04,20.14,59.02,0.14,59.63,0.07,CV,artificial intelligence,"images,method,results"
3796,4,1,1,0,0,0,1,0,0,2961,-14.17,-3.11,23.32,0.3,0.0,0.0,0.17,Other,medical emergency,"checklist,patient safety,safety"
15542,4,1,1,0,0,0,1,0,0,2030,-5.33,-4.05,31.15,0.15,0.05,0.0,0.0,Other,financial system,"banks,competition,risk"
7394,4,2,1,1,0,0,0,1,0,2423,231.58,136.25,16.25,51.71,0.0,44.99,2.68,CV,artificial intelligence,"images,method,results"
46367,4,3,3,0,0,0,3,0,0,733,-70.0,-40.0,9.4,2.59,0.14,0.0,0.14,Other,world wide web,"environment,system,paper"
86200,4,1,0,0,0,0,0,1,0,387,-7.69,-40.0,15.32,0.52,0.0,0.0,0.26,Other,mathematical analysis,"mapping method,cell mapping method,system"
82972,4,2,2,2,0,0,0,0,0,426,9.52,27.78,7.27,0.23,0.0,0.0,0.0,Other,control theory,"system,results,model"
79334,4,1,1,0,0,0,1,0,0,580,-69.23,-67.57,10.6,1.72,0.0,0.52,0.0,Other,environmental resource management,"development,study,land use"
21328,4,2,2,0,0,0,2,0,0,1228,-33.33,-22.22,16.81,0.33,0.0,0.0,0.0,Other,process engineering,"optimization,system,design"
72325,4,3,3,0,0,0,3,0,0,479,22.22,26.92,10.83,4.59,0.0,0.0,2.3,Other,control theory,"system,method,control"
39904,4,2,1,1,0,0,0,1,0,1216,-59.41,-57.29,6.11,2.8,0.0,0.25,0.16,Other,mining engineering,"coal mining,subsidence,area"
11558,4,1,1,0,0,0,1,0,0,1607,32.14,45.1,29.75,6.53,0.0,0.31,0.0,Other,algorithm,"model,gaussian process,method"
55456,4,1,1,0,0,0,1,0,0,962,-41.94,-45.45,14.78,0.0,0.0,0.0,0.0,Other,microeconomics,"transfer pricing,pricing,prices"
73920,4,1,1,0,1,1,0,0,0,436,-68.63,-36.0,8.33,0.0,0.0,0.23,0.0,Other,optoelectronics,"radiation,effect,results"
69342,4,2,2,1,0,0,1,0,0,563,-40.0,-47.06,12.94,3.91,0.0,0.0,0.18,Other,control theory,"system,control,model"
90037,4,1,1,1,0,0,0,0,0,370,-41.67,-41.67,8.28,14.32,0.0,1.62,14.86,Other,artificial intelligence,"applications,system,robot"
117374,4,1,0,0,0,0,0,0,1,321,17.39,12.5,9.83,0.62,0.0,0.0,0.0,Other,structural engineering,"optimization,materials,design"
25763,4,2,2,0,0,0,2,0,0,1226,128.89,71.67,23.94,4.24,0.0,0.08,0.16,Other,mathematical optimization,"problem,vehicle,vehicle routing problem"
76833,4,2,2,0,2,1,0,0,0,393,-41.67,-17.65,14.02,3.05,0.0,0.0,0.0,Other,control theory,"paper,problem,system"
45288,4,1,0,0,0,0,0,1,0,647,-30.0,-17.65,16.81,3.09,0.46,0.0,0.0,Other,combinatorics,"problem,method,graph"
47534,4,1,1,0,1,0,0,0,0,536,-44.0,0.0,40.97,0.0,0.0,0.0,0.0,Other,pharmacology,"metabotropic glutamate receptor,receptors,pain"
4793,4,1,1,1,0,0,0,0,0,2012,-32.14,-25.49,26.77,0.3,0.0,0.0,0.1,Other,control theory,"system,paper,balanced truncation"
50274,4,1,1,0,0,0,1,0,0,817,-22.86,-3.57,12.72,1.35,0.12,0.12,0.24,Other,multimedia,"reality,environment,virtual reality"
96956,4,3,2,0,0,0,2,0,1,311,-80.95,-73.33,27.65,39.87,1.61,20.9,1.29,AI/ML,artificial intelligence,"results,method,support vector machine"
120756,4,2,2,2,0,0,0,0,0,236,-77.78,-73.33,6.63,16.95,0.0,0.0,0.0,Other,statistical physics,"faults,故障诊断,fault diagnosis"
74876,4,2,2,0,0,1,1,0,0,507,16.67,-36.36,7.11,3.55,0.0,0.59,0.0,Other,computer graphics images,"综合管廊,system,design"
19746,4,2,2,0,0,0,2,0,0,1087,-9.38,-22.67,29.23,1.84,0.0,0.18,0.09,Other,meteorology,"data assimilation,model,results"
77087,4,4,4,1,0,1,2,0,0,398,-26.32,-22.22,10.1,17.59,0.0,0.25,1.01,Other,control theory,"paper,results,system"
100558,4,1,1,0,0,1,0,0,0,340,-44.0,-6.67,9.74,10.0,0.0,7.06,0.0,Other,mechanics,"images,bubble,method"
73627,4,1,1,0,0,0,1,0,0,426,-51.72,-6.67,14.78,0.7,0.0,0.23,0.0,Other,parallel computing,"mpi,performance,applications"
65769,4,4,3,0,1,0,2,0,1,480,-22.22,-6.67,23.75,41.46,0.63,10.42,0.21,AI/ML,artificial intelligence,"problem,classification,method"
95340,4,1,1,1,0,0,0,0,0,352,121.05,35.48,9.97,21.59,0.28,21.59,0.0,Other,artificial intelligence,"results,images,data"
9208,4,3,3,0,0,0,3,0,0,1559,2.73,-5.83,45.4,68.25,1.73,15.84,0.13,AI/ML,artificial intelligence,"semi-supervised learning,method,data"
20696,4,3,3,0,0,2,1,0,0,1031,-36.84,-41.46,28.73,0.87,0.1,0.0,0.0,Other,theoretical computer science,"model checking,model,system"
3298,4,2,2,0,0,0,2,0,0,2093,45.21,26.95,27.72,0.53,0.0,0.14,0.0,Other,quantum mechanics,"quantum walk,quantum,walk"
83382,4,1,1,0,0,0,1,0,0,733,-56.0,-62.71,10.84,0.82,0.14,0.0,0.0,Other,industrial organization,"innovation,convergence,industry"
126155,4,2,1,0,0,0,1,1,0,160,75.0,16.67,8.92,4.38,0.0,1.25,0.0,Other,algorithm,"tracking,method,paper"
51964,4,1,1,1,0,0,0,0,0,713,-2.13,-6.12,10.64,1.4,0.0,2.38,0.0,Other,optics,"spectrometer,imaging spectrometer,hyperspectral imaging"
41720,4,1,1,0,0,0,1,0,0,697,54.55,38.78,21.2,2.01,0.0,0.14,0.86,Other,control theory,"system,design,observer (quantum physics)"
